Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
47,Parasect,NULL,NULL,1,29.5,Bug,Grass,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,60,95,80,80,0,30,345,0,2,1,0,0,0,3,75,Medium Fast,1000000,142,Bug,Grass,20,68,Level 24
48,Venonat,NULL,NULL,1,30,Bug,Poison,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",Run Away,Enables a sure getaway from wild Pokémon.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,60,55,50,40,0,45,250,0,0,0,0,1,0,1,190,Medium Fast,1000000,61,Bug,NULL,20,NULL,NULL
49,Venomoth,NULL,NULL,1.5,12.5,Bug,Poison,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",Wonder Skin,Makes status moves more likely to miss.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,70,65,60,90,0,90,375,0,0,0,1,0,1,2,75,Medium Fast,1000000,158,Bug,NULL,20,70,Level 31
50,Diglett,NULL,NULL,0.2,0.8,Ground,NULL,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Arena Trap,Prevents opposing Pokémon from fleeing.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,10,55,25,45,0,95,230,0,0,0,0,0,1,1,255,Medium Fast,1000000,53,Field,NULL,20,NULL,NULL
50,Diglett,Alola,NULL,0.2,1,Ground,Steel,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Tangling Hair,Contact with the Pokémon lowers the attacker's Speed stat.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,50,50,70,Sun / Moon,Alola,10,55,30,35,45,90,265,0,0,0,0,0,1,1,255,Medium Fast,1000000,53,Field,NULL,20,NULL,NULL
51,Dugtrio,NULL,NULL,0.7,33.3,Ground,NULL,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Arena Trap,Prevents opposing Pokémon from fleeing.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,35,100,50,50,70,120,425,0,0,0,0,0,2,2,50,Medium Fast,1000000,149,Field,NULL,20,72,Level 26
51,Dugtrio,Alola,NULL,0.7,66.6,Ground,Steel,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Tangling Hair,Contact with the Pokémon lowers the attacker's Speed stat.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,50,50,70,Sun / Moon,Alola,35,100,60,50,70,110,425,0,2,0,0,0,0,2,50,Medium Fast,1000000,149,Field,NULL,20,74,Level 26 In Alola
52,Meowth,NULL,NULL,0.4,4.2,Normal,NULL,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,40,45,35,40,0,90,250,0,0,0,0,0,1,1,255,Medium Fast,1000000,58,Field,NULL,20,NULL,NULL
52,Meowth,Alola,NULL,0.4,4.2,Dark,NULL,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NULL,NULL,50,50,70,Sun / Moon,Alola,40,35,35,50,40,90,290,0,0,0,0,0,1,1,255,Medium Fast,1000000,58,Field,NULL,20,NULL,NULL
52,Meowth,Galar,NULL,0.4,7.5,Steel,NULL,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Tough Claws,Powers up moves that make direct contact. ,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NULL,NULL,50,50,70,Sword / Shield,Galar,50,65,55,40,40,40,290,0,0,0,0,0,1,1,255,Medium Fast,1000000,58,Field,NULL,20,NULL,NULL
52,Meowth,Gigantamax,NULL,33,0,Normal,NULL,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NULL,NULL,50,50,70,Sword / Shield,Galar,40,45,35,40,40,90,290,0,0,0,0,0,1,1,255,Medium Fast,1000000,58,Field,NULL,20,NULL,NULL
53,Persian,NULL,NULL,1,32,Normal,NULL,Limber,Its limber body protects the Pokémon from paralysis.,Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,65,70,60,65,0,115,375,0,0,0,0,0,2,2,90,Medium Fast,1000000,154,Field,NULL,20,96,Level 28
53,Persian,Alola,NULL,1.1,33,Dark,NULL,Fur Coat,Halves the damage from physical moves.,Technician,Powers up the Pokémon's weaker moves.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NULL,NULL,50,50,70,Sun / Moon,Alola,65,60,60,75,65,115,440,0,0,0,0,0,2,2,90,Medium Fast,1000000,154,Field,NULL,20,97,NULL
54,Psyduck,NULL,NULL,0.8,19.6,Water,NULL,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Cloud Nine,Eliminates the effects of weather.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,50,52,48,50,0,55,255,0,0,0,1,0,0,1,190,Medium Fast,1000000,64,Water 1,Field,20,NULL,NULL
55,Golduck,NULL,NULL,1.7,76.6,Water,NULL,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Cloud Nine,Eliminates the effects of weather.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,80,82,78,80,0,85,405,0,0,0,2,0,0,2,75,Medium Fast,1000000,175,Water 1,Field,20,102,Level 33
56,Mankey,NULL,NULL,0.5,28,Fighting,NULL,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,40,80,35,35,0,70,260,0,1,0,0,0,0,1,190,Medium Fast,1000000,61,Field,NULL,20,NULL,NULL
57,Primeape,NULL,NULL,1,32,Fighting,NULL,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,65,105,60,60,0,95,385,0,2,0,0,0,0,2,75,Medium Fast,1000000,159,Field,NULL,20,895,Level 28
58,Growlithe,NULL,NULL,0.7,19,Fire,NULL,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NULL,NULL,75,25,70,Red / Blue / Yellow,Kanto,55,70,45,50,0,60,280,0,1,0,0,0,0,1,190,Slow,1250000,70,Field,NULL,20,NULL,NULL
59,Arcanine,NULL,NULL,1.9,155,Fire,NULL,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NULL,NULL,75,25,70,Red / Blue / Yellow,Kanto,90,110,80,80,0,95,455,0,2,0,0,0,0,2,75,Slow,1250000,194,Field,NULL,20,949,Fire Stone
60,Poliwag,NULL,NULL,0.6,12.4,Water,NULL,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,40,50,40,40,0,90,260,0,0,0,0,0,1,1,255,Medium Slow,1059860,60,Water 1,NULL,20,NULL,NULL
61,Poliwhirl,NULL,NULL,1,20,Water,NULL,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,65,65,65,50,0,90,335,0,0,0,0,0,2,2,120,Medium Slow,1059860,135,Water 1,NULL,20,971,Level 25
62,Poliwrath,NULL,NULL,1.3,54,Water,Fighting,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,90,95,95,70,90,70,510,0,0,3,0,0,0,3,45,Medium Slow,1059860,230,Water 1,NULL,20,982,Water Stone
63,Abra,NULL,NULL,0.9,19.5,Psychic,NULL,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,NULL,NULL,75,25,70,Red / Blue / Yellow,Kanto,25,20,15,105,0,90,255,0,0,0,1,0,0,1,200,Medium Slow,1059860,62,Human-Like,NULL,20,NULL,NULL
64,Kadabra,NULL,NULL,1.3,56.5,Psychic,NULL,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,NULL,NULL,75,25,70,Red / Blue / Yellow,Kanto,40,35,30,120,0,105,330,0,0,0,2,0,0,2,100,Medium Slow,1059860,140,Human-Like,NULL,20,1004,Level 16
65,Alakazam,NULL,NULL,1.5,48,Psychic,NULL,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,NULL,NULL,75,25,70,Red / Blue / Yellow,Kanto,55,50,45,135,95,120,500,0,0,0,3,0,0,3,50,Medium Slow,1059860,225,Human-Like,NULL,20,1015,NULL
65,Alakazam,Mega,NULL,1.2,48,Psychic,NULL,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",NULL,NULL,NULL,NULL,NULL,NULL,75,25,70,X / Y,Kalos,55,50,65,175,105,150,600,0,0,0,3,0,0,3,50,Medium Slow,1059860,270,Human-Like,NULL,20,NULL,NULL
66,Machop,NULL,NULL,0.8,19.5,Fighting,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NULL,NULL,75,25,70,Red / Blue / Yellow,Kanto,70,80,50,35,0,35,270,0,1,0,0,0,0,1,180,Medium Slow,1059860,61,Human-Like,NULL,20,NULL,NULL
67,Machoke,NULL,NULL,1.5,70.5,Fighting,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NULL,NULL,75,25,70,Red / Blue / Yellow,Kanto,80,100,70,50,0,45,345,0,2,0,0,0,0,2,90,Medium Slow,1059860,142,Human-Like,NULL,20,1076,Level 28
68,Machamp,NULL,NULL,1.6,130,Fighting,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NULL,NULL,75,25,70,Red / Blue / Yellow,Kanto,90,130,80,65,0,55,420,0,3,0,0,0,0,3,45,Medium Slow,1059860,227,Human-Like,NULL,20,1087,NULL
68,Machamp,Gigantamax,NULL,25,0,Fighting,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NULL,NULL,75,25,70,Sword / Shield,Galar,90,130,80,65,85,55,505,0,3,0,0,0,0,3,45,Medium Slow,1059860,227,Human-Like,NULL,20,NULL,NULL
69,Bellsprout,NULL,NULL,0.7,4,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,NULL,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,50,75,35,70,0,40,270,0,1,0,0,0,0,1,255,Medium Slow,1059860,60,Grass,NULL,20,NULL,NULL
70,Weepinbell,NULL,NULL,1,6.4,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,NULL,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,65,90,50,85,0,55,345,0,2,0,0,0,0,2,120,Medium Slow,1059860,137,Grass,NULL,20,1109,Level 21
71,Victreebel,NULL,NULL,1.7,15.5,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,NULL,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,80,105,65,100,70,70,490,0,3,0,0,0,0,3,45,Medium Slow,1059860,221,Grass,NULL,20,1128,Leaf Stone
72,Tentacool,NULL,NULL,0.9,45.5,Water,Poison,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Rain Dish,The Pokémon gradually regains HP in rain. ,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,40,40,35,100,0,70,285,0,0,0,0,1,0,1,190,Slow,1250000,67,Water 3,NULL,20,NULL,NULL
73,Tentacruel,NULL,NULL,1.6,55,Water,Poison,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Rain Dish,The Pokémon gradually regains HP in rain. ,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,80,70,65,120,0,100,435,0,0,0,0,2,0,2,60,Slow,1250000,180,Water 3,NULL,20,1150,Level 30
74,Geodude,NULL,NULL,0.4,20,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,40,80,100,30,0,20,270,0,0,1,0,0,0,1,255,Medium Slow,1059860,60,Mineral,NULL,15,NULL,NULL
74,Geodude,Alola,NULL,0.4,20.3,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,NULL,NULL,50,50,70,Sun / Moon,Alola,40,80,100,30,30,20,300,0,0,1,0,0,0,1,255,Medium Slow,1059860,60,Mineral,NULL,15,NULL,NULL
75,Graveler,NULL,NULL,1,105,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,55,95,115,45,0,35,345,0,0,2,0,0,0,2,120,Medium Slow,1059860,137,Mineral,NULL,15,1265,Level 25
75,Graveler,Alola,NULL,1,110,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,NULL,NULL,50,50,70,Sun / Moon,Alola,55,95,115,45,45,35,390,0,0,2,0,0,0,2,120,Medium Slow,1059860,137,Mineral,NULL,15,1361,Level 25
76,Golem,NULL,NULL,1.4,300,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,80,120,130,55,65,45,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,223,Mineral,NULL,15,1276,NULL
76,Golem,Alola,NULL,1.7,316,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,NULL,NULL,50,50,70,Sun / Moon,Alola,80,120,130,55,65,45,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,223,Mineral,NULL,15,1362,NULL
77,Ponyta,NULL,NULL,1,30,Fire,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,50,85,55,65,0,90,345,0,0,0,0,0,1,1,190,Medium Fast,1000000,82,Field,NULL,20,NULL,NULL
77,Ponyta,Galar,NULL,0.8,24,Psychic,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Pastel Veil,Protects the Pokémon and its ally Pokémon from being poisoned.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,NULL,NULL,50,50,70,Sword / Shield,Galar,50,85,55,65,65,90,410,0,0,0,0,0,1,1,190,Medium Fast,1000000,82,Field,NULL,20,NULL,NULL
78,Rapidash,NULL,NULL,1.7,95,Fire,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,65,100,70,80,0,105,420,0,0,0,0,0,2,2,60,Medium Fast,1000000,175,Field,NULL,20,1297,Level 40
78,Rapidash,Galar,NULL,1.7,80,Psychic,Fairy,Run Away,Enables a sure getaway from wild Pokémon.,Pastel Veil,Protects the Pokémon and its ally Pokémon from being poisoned.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,NULL,NULL,50,50,70,Sword / Shield,Galar,65,100,70,80,80,105,500,0,0,0,0,0,2,2,60,Medium Fast,1000000,175,Field,NULL,20,1364,Level 40
79,Slowpoke,NULL,NULL,1.2,36,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,90,65,65,40,0,15,275,1,0,0,0,0,0,1,190,Medium Fast,1000000,63,Monster,Water 1,20,NULL,NULL
79,Slowpoke,Galar,NULL,1.2,36,Psychic,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,50,50,70,Sword / Shield,Galar,90,65,65,40,40,15,315,1,0,0,0,0,0,1,190,Medium Fast,1000000,63,Monster,Water 1,20,NULL,NULL
80,Slowbro,NULL,NULL,1.6,78.5,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,95,75,110,80,0,30,390,0,0,2,0,0,0,2,75,Medium Fast,1000000,172,Monster,Water 1,20,1319,Level 37
80,Slowbro,Mega,NULL,2,120,Water,Psychic,Shell Armor,A hard shell protects the Pokémon from critical hits.,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Omega Ruby / Alpha Sapphire,Kalos,95,75,180,130,80,30,590,0,0,2,0,0,0,2,75,Medium Fast,1000000,207,Monster,Water 1,20,NULL,NULL
80,Slowbro,Galar,NULL,1.6,70.5,Poison,Psychic,Quick Draw,Enables the Pokémon to move first occasionally.,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,50,50,70,Sword / Shield,Galar,95,100,95,100,70,30,490,0,2,0,0,0,0,2,75,Medium Fast,1000000,172,Monster,Water 1,20,1366,Galarica Cuff
81,Magnemite,NULL,NULL,0.3,6,Electric,Steel,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokémon moves last.,NULL,NULL,0,0,70,Red / Blue / Yellow,Kanto,25,35,70,95,0,45,270,0,0,0,1,0,0,1,190,Medium Fast,1000000,65,Mineral,NULL,20,NULL,NULL
82,Magneton,NULL,NULL,1,60,Electric,Steel,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokémon moves last.,NULL,NULL,0,0,70,Red / Blue / Yellow,Kanto,50,60,95,120,0,70,395,0,0,0,2,0,0,2,60,Medium Fast,1000000,163,Mineral,NULL,20,46,Level 30
83,Farfetch'd,NULL,NULL,0.8,15,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NULL,NULL,50,50,70,Red / Blue / Yellow,Kanto,52,90,55,58,62,60,377,0,1,0,0,0,0,1,45,Medium Fast,1000000,132,Flying,Field,20,NULL,NULL
